0,Mushroom_01,Mushroom_01,0.474,0.915,1.4741,0,0,0,1,1,1
1,Tree_01,Tree_01,9.51,0.59,-9.1,0,0,0,1,1,1
2,Mushroom_02,Mushroom_02,8.812799,0.83722,-4.856,0,0,0,1,1,1
3,Mushroom_02,Mushroom_02,9.3548,0.92522,-8.822001,0,0,0,1,1,1
4,Stump_01,Stump_01,8.4978,0.78622,-4.713,0,0,0,1,1,1
5,Mushroom_02,Mushroom_02,8.6338,0.88622,-5.121,0,0,0,2,2,2
6,Rock_03,Rock_03,-3.55,0.81,-10.91,0,0,0,10.32,8.52,6.31
7,Tree_02,Tree_02,-0.25,0.61,-3.62,0,0,0,2,2,2
8,Stump_01,Stump_01,1.95,0.7,-5.62,0,0,0,2,2,2
9,Mushroom_01,Mushroom_01,0.099,0.626,-3.982,0,0,0,1,1,1
10,Grass_01,Grass_01,0.209,0.675,-3.527,0,0,0,2,2,2
11,Tree_03,Tree_03,21.8,0.33,-25.02,0,0,0,1,1,1
12,Rock_02,Rock_02,11.526,0.93,9.096,0,0,0,15,15,15
13,Tree_03,Tree_03,-12.356,0.473,10.108,0,0,0,0.3,0.3,0.3
14,Rock_01,Rock_01,-6.6,-1.8,32.44,339.1219,136.6807,180,23,25,18
15,Mushroom_01,Mushroom_01,-33.21,17.33,10.12,0,0,180,30,100,30
16,Rock_01,Rock_01,8.819,0.621,-23.197,0,0,0,1,1,1
17,Mushroom_01,Mushroom_01,-4.251,1.046,14.56,0,0,0,1.7,1.7,1.7
18,Rock_03,Rock_03,-19.73,0.81,14.49,0,0,0,10.32,8.52,6.31
19,Rock_02,Rock_02,17.82,0.7,-12.71,0,0,0,15,15,15
20,Tree_02,Tree_02,14.31,0.44,-15.75,0,0,0,1,1,1
21,Tree_03,Tree_03,-32.35,0.33,-5.93,0,0,0,1,1,1
22,Tree_03,Tree_03,-31.13,0.33,18.91,0,0,0,1,1,1
23,Stump_01,Stump_01,1.354,0.7,14.474,0,162.9941,0,1,1,1
24,Grass_01,Grass_01,22.021,0.589,9.648,0,182.3126,0,2,2,2
25,Grass_01,Grass_01,22.244,0.589,9.213,0,202.36,0,3,3,3
26,Grass_01,Grass_01,22.76,0.589,8.82,0,318.4151,0,3,3,3
27,Mushroom_01,Mushroom_01,-4.246,1.0479,14.404,8.529155,3.618839,23.0948,0.7,0.7,0.7
28,Mushroom_01,Mushroom_01,-4.182,1.076,14.379,343.6339,309.5754,17.15325,0.7,0.7,0.7
29,Tree_02,Tree_02,-3.99,0.6,14.49,0,0,0,1.5,1.5,1.5
30,Stump_01,Stump_01,7.49,0.78622,-22.41,0,69.95053,0,1,1,1
31,Tree_03,Tree_03,-20.06,-0.03,-17.96,0,0,0,1,1,1
32,Tree_01,Tree_01,8.15,0.59,-22.64,0,0,0,1,1,1
33,Mushroom_01,Mushroom_01,31,17.33,-8.9,0,0,180,30,100,30
34,Grass_01,Grass_01,-13.197,0.589,9.367,0,318.4151,0,2,2,2
35,Grass_01,Grass_01,-7.909,0.61,2.189,0,318.4151,0,2,2,2
36,Grass_01,Grass_01,-7.84,0.61,1.97,0,0,0,2,2,2
37,Tree_03,Tree_03,22.52,0.33,9.62,0,0,0,2,2,2
38,Tree_03,Tree_03,27,0.33,0.24,0,0,0,1,1,1
39,Tree_03,Tree_03,6.16,0.33,11.78,0,0,0,1,1,1
40,Tree_03,Tree_03,-13.1,0.33,9.8,0,0,0,1,1,1
41,Tree_02,Tree_02,16.86,0.53,2.09,0,0,0,1,1,1
42,Tree_02,Tree_02,-21.79,0.53,2.09,0,0,0,1,1,1
43,Tree_02,Tree_02,-8.19,0.53,2.09,0,0,0,1,1,1
44,Tree_03,Tree_03,21.54,0.33,-10.13,0,0,0,1,1,1
45,Tree_01,Tree_01,-16.12,0.59,-4.73,0,0,0,1,1,1
46,Rock_03,Rock_03,-13.7,0.11,-13.29,2.134434E-07,59.14638,355.4802,30,20,30
47,Tree_03,Tree_03,-3.62,0.33,-13.29,0,0,0,1,1,1
48,Rock_01,Rock_01,1,0.94,1.2,0,0,0,1,1,1
49,rpgpp_lt_terrain_path_01a,rpgpp_lt_terrain_path_01a,27.21,0.98,-4.58,358.9508,0,0,1,1,1
50,Ground_02,Ground_02,50,-0.8,-9.5,0,33.7516,0,1.7,3.3,1.7
51,Ground_02,Ground_02,-55.2,-0.96,8.6,0,0,0,1.7,3.3,1.7
52,rpgpp_lt_terrain_path_01a,rpgpp_lt_terrain_path_01a,-18.82,0.81,5.68,0,0,1.909583,1,1,1
53,rpgpp_lt_terrain_path_01a,rpgpp_lt_terrain_path_01a,-26.68,0.57,5.68,0,0,1.275809,1,1,1
54,rpgpp_lt_terrain_path_01a,rpgpp_lt_terrain_path_01a,-29.47,0.37,5.68,0,0,0,1,1,1
55,rpgpp_lt_terrain_path_01a,rpgpp_lt_terrain_path_01a,-11.99,0.75,5.68,0,355.2165,0,1,1,1
56,rpgpp_lt_terrain_path_01a,rpgpp_lt_terrain_path_01a,-3.88,0.75,6.33,0,355.2165,0,1,1,1
57,rpgpp_lt_terrain_path_01a,rpgpp_lt_terrain_path_01a,10.69,0.7,1.59,0,31.69706,0,1.2,1.2,1.3
58,rpgpp_lt_terrain_path_01a,rpgpp_lt_terrain_path_01a,3.52,1,5.58,0,21.45434,0,1,1,1
59,rpgpp_lt_terrain_path_01a,rpgpp_lt_terrain_path_01a,13.91,0.8,-0.85,0,31.69706,0,1,1,1
60,rpgpp_lt_terrain_path_01a,rpgpp_lt_terrain_path_01a,28.21,0.92,-3.31,5.2181,-1.339573E-08,356.462,1,1,1
61,rpgpp_lt_terrain_path_01a,rpgpp_lt_terrain_path_01a,21.37673,0.85,-2.924487,0,0,0,1,1,1
62,Ground_02,Ground_02,-31.9,0,28.5,0,180,0,1,1,1
63,Ground_02,Ground_02,-21.8,-0.9,39.4,0,206.6247,0,1.3,2.8,1.3
64,Ground_02,Ground_02,0.5999999,-0.3999939,44.9,0,128.5671,0,1,1.67,1
65,Ground_02,Ground_02,18.55,-0.95,37.24,0,180,0,1.7,3,1.7
66,Ground_02,Ground_02,34.8,-0.07,15.39999,0,180,0,1,1,1
67,Ground_02,Ground_02,-6.1,0,-20.2,0,0,0,1,1,1
68,Ground_02,Ground_02,31.9,0,-28.5,0,0,0,1,1,1
69,Ground_01,Ground_01,21.1,0,-19.5,0,0,0,1,1,1
70,Ground_02,Ground_02,21.8,-1.1,-39.4,0,26.62469,0,1.3,2.8,1.3
71,Ground_02,Ground_02,-0.6,-0.4,-44.9,0,308.5671,0,1,1.67,1
72,Ground_02,Ground_02,-22.5,-0.8,-40.4,0,0,0,1.7,3,1.7
73,Ground_02,Ground_02,-34.8,0,-15.4,0,0,0,1,1,1
74,Ground_01,Ground_01,-12.9,0,-15.8,0,0,0,1,1,1
75,Ground_01,Ground_01,5.6,0,-24.2,0,0,0,1,1,1
76,Ground_01,Ground_01,-20.4,0,0.1,0,0,0,1,1,1
77,Ground_01,Ground_01,-12.3,0,21.2,0,0,0,1,1,1
78,Ground_01,Ground_01,8.19,0,19,0,0,0,1,1,1
79,Ground_01,Ground_01,21.9,0,0,0,0,0,1,1.1,1
80,Ground_01,Ground_01,0,0,0,0,0,0,1,1.1,1

